VTX, IDX, POSITION.x, POSITION.y, POSITION.z, NORMAL.x, NORMAL.y, NORMAL.z, TANGENT.x, TANGENT.y, TANGENT.z, TANGENT.w, TEXCOORD0.x, TEXCOORD0.y, TEXCOORD1.x, TEXCOORD1.y, TEXCOORD2.x, TEXCOORD2.y
541, 130, -0.50,  2.07222, -0.25,  0.00002,  1.00,  0.00, -0.05857,  0.00,  0.99828, -1.00,  0.87923,  0.78214,  0.87923,  0.78214,  0.87923,  0.78214
542, 126, -0.50,  2.07222,  0.07044, -0.00001,  1.00,  0.00, -0.06012,  0.00,  0.99819, -1.00,  0.91644,  0.77988,  0.91644,  0.77988,  0.91644,  0.77988
543, 127, -0.61699,  2.03494, -0.19744, -0.45617,  0.88319, -0.109, -0.10237,  0.0696,  0.99231, -1.00,  0.88619,  0.79603,  0.88619,  0.79603,  0.88619,  0.79603
544, 130, -0.50,  2.07222, -0.25,  0.00002,  1.00,  0.00, -0.05857,  0.00,  0.99828, -1.00,  0.87923,  0.78214,  0.87923,  0.78214,  0.87923,  0.78214
545, 131, -0.52107,  2.06506, -0.25007, -0.31679,  0.94849,  0.00075, -0.05655, -0.01967,  0.99821, -1.00,  0.87938,  0.78473,  0.87938,  0.78473,  0.87938,  0.78473
546, 127, -0.61699,  2.03494, -0.19744, -0.45617,  0.88319, -0.109, -0.10237,  0.0696,  0.99231, -1.00,  0.88619,  0.79603,  0.88619,  0.79603,  0.88619,  0.79603
547, 131, -0.52107,  2.06506, -0.25007, -0.31679,  0.94849,  0.00075, -0.05655, -0.01967,  0.99821, -1.00,  0.87938,  0.78473,  0.87938,  0.78473,  0.87938,  0.78473
548, 132, -0.59167,  2.04385, -0.3087, -0.43976,  0.89798, -0.01551, -0.06103, -0.01265,  0.99806, -1.00,  0.87308,  0.79369,  0.87308,  0.79369,  0.87308,  0.79369
549, 130, -0.50,  2.07222, -0.25,  0.00002,  1.00,  0.00, -0.05857,  0.00,  0.99828, -1.00,  0.87923,  0.78214,  0.87923,  0.78214,  0.87923,  0.78214
550, 132, -0.59167,  2.04385, -0.3087, -0.43976,  0.89798, -0.01551, -0.06103, -0.01265,  0.99806, -1.00,  0.87308,  0.79369,  0.87308,  0.79369,  0.87308,  0.79369
551, 131, -0.52107,  2.06506, -0.25007, -0.31679,  0.94849,  0.00075, -0.05655, -0.01967,  0.99821, -1.00,  0.87938,  0.78473,  0.87938,  0.78473,  0.87938,  0.78473
552, 133, -0.50,  2.07222, -0.50,  0.00,  1.00,  0.00, -0.06262,  0.00,  0.99804, -1.00,  0.85035,  0.78387,  0.85035,  0.78387,  0.85035,  0.78387
553, 132, -0.59167,  2.04385, -0.3087, -0.43976,  0.89798, -0.01551, -0.06103, -0.01265,  0.99806, -1.00,  0.87308,  0.79369,  0.87308,  0.79369,  0.87308,  0.79369
554, 130, -0.50,  2.07222, -0.25,  0.00002,  1.00,  0.00, -0.05857,  0.00,  0.99828, -1.00,  0.87923,  0.78214,  0.87923,  0.78214,  0.87923,  0.78214
555, 134, -0.58567,  2.05533, -0.50661, -0.40309,  0.90389, -0.14318, -0.09954,  0.11222,  0.98869, -1.00,  0.85009,  0.794,  0.85009,  0.794,  0.85009,  0.794
556, 132, -0.59167,  2.04385, -0.3087, -0.43976,  0.89798, -0.01551, -0.06103, -0.01265,  0.99806, -1.00,  0.87308,  0.79369,  0.87308,  0.79369,  0.87308,  0.79369
557, 133, -0.50,  2.07222, -0.50,  0.00,  1.00,  0.00, -0.06262,  0.00,  0.99804, -1.00,  0.85035,  0.78387,  0.85035,  0.78387,  0.85035,  0.78387
558, 134, -0.58567,  2.05533, -0.50661, -0.40309,  0.90389, -0.14318, -0.09954,  0.11222,  0.98869, -1.00,  0.85009,  0.794,  0.85009,  0.794,  0.85009,  0.794
559, 133, -0.50,  2.07222, -0.50,  0.00,  1.00,  0.00, -0.06262,  0.00,  0.99804, -1.00,  0.85035,  0.78387,  0.85035,  0.78387,  0.85035,  0.78387
560, 135, -0.51557,  2.05596, -0.60033, -0.24461,  0.9004, -0.3598, -0.12503,  0.33868,  0.93256, -1.00,  0.83875,  0.78652,  0.83875,  0.78652,  0.83875,  0.78652
561, 129, -0.25,  2.07222, -2.23517E-08,  0.00,  1.00,  0.00, -0.0612,  0.00,  0.99813, -1.00,  0.90648,  0.75128,  0.90648,  0.75128,  0.90648,  0.75128
562, 136, -0.25,  2.07222, -0.25,  0.00,  1.00,  0.00, -0.0638,  0.00,  0.99796, -1.00,  0.87741,  0.75312,  0.87741,  0.75312,  0.87741,  0.75312
563, 130, -0.50,  2.07222, -0.25,  0.00002,  1.00,  0.00, -0.05857,  0.00,  0.99828, -1.00,  0.87923,  0.78214,  0.87923,  0.78214,  0.87923,  0.78214
564, 136, -0.25,  2.07222, -0.25,  0.00,  1.00,  0.00, -0.0638,  0.00,  0.99796, -1.00,  0.87741,  0.75312,  0.87741,  0.75312,  0.87741,  0.75312
565, 133, -0.50,  2.07222, -0.50,  0.00,  1.00,  0.00, -0.06262,  0.00,  0.99804, -1.00,  0.85035,  0.78387,  0.85035,  0.78387,  0.85035,  0.78387
566, 130, -0.50,  2.07222, -0.25,  0.00002,  1.00,  0.00, -0.05857,  0.00,  0.99828, -1.00,  0.87923,  0.78214,  0.87923,  0.78214,  0.87923,  0.78214
567, 137, -0.1875,  2.07222, -0.50,  0.00,  1.00, -0.00001, -0.0677,  0.00001,  0.99771, -1.00,  0.84792,  0.74778,  0.84792,  0.74778,  0.84792,  0.74778
568, 135, -0.51557,  2.05596, -0.60033, -0.24461,  0.9004, -0.3598, -0.12503,  0.33868,  0.93256, -1.00,  0.83875,  0.78652,  0.83875,  0.78652,  0.83875,  0.78652
569, 133, -0.50,  2.07222, -0.50,  0.00,  1.00,  0.00, -0.06262,  0.00,  0.99804, -1.00,  0.85035,  0.78387,  0.85035,  0.78387,  0.85035,  0.78387
570, 136, -0.25,  2.07222, -0.25,  0.00,  1.00,  0.00, -0.0638,  0.00,  0.99796, -1.00,  0.87741,  0.75312,  0.87741,  0.75312,  0.87741,  0.75312
571, 137, -0.1875,  2.07222, -0.50,  0.00,  1.00, -0.00001, -0.0677,  0.00001,  0.99771, -1.00,  0.84792,  0.74778,  0.84792,  0.74778,  0.84792,  0.74778
572, 133, -0.50,  2.07222, -0.50,  0.00,  1.00,  0.00, -0.06262,  0.00,  0.99804, -1.00,  0.85035,  0.78387,  0.85035,  0.78387,  0.85035,  0.78387
573, 137, -0.1875,  2.07222, -0.50,  0.00,  1.00, -0.00001, -0.0677,  0.00001,  0.99771, -1.00,  0.84792,  0.74778,  0.84792,  0.74778,  0.84792,  0.74778
574, 138, -0.19309,  2.05072, -0.6707, -0.00601,  0.92077, -0.39006, -0.07271,  0.38863,  0.91852, -1.00,  0.82805,  0.74979,  0.82805,  0.74979,  0.82805,  0.74979
575, 135, -0.51557,  2.05596, -0.60033, -0.24461,  0.9004, -0.3598, -0.12503,  0.33868,  0.93256, -1.00,  0.83875,  0.78652,  0.83875,  0.78652,  0.83875,  0.78652
576, 129, -0.25,  2.07222, -2.23517E-08,  0.00,  1.00,  0.00, -0.0612,  0.00,  0.99813, -1.00,  0.90648,  0.75128,  0.90648,  0.75128,  0.90648,  0.75128
577, 128, -0.10135,  2.07222,  0.25018,  0.00,  1.00,  0.00, -0.05504,  0.00,  0.99848, -1.00,  0.93463,  0.73222,  0.93463,  0.73222,  0.93463,  0.73222
578, 139, -0.07767,  2.07222, -7.45058E-09,  0.00,  1.00,  0.00, -0.06182,  0.00,  0.99809, -1.00,  0.90524,  0.73121,  0.90524,  0.73121,  0.90524,  0.73121
579, 139, -0.07767,  2.07222, -7.45058E-09,  0.00,  1.00,  0.00, -0.06182,  0.00,  0.99809, -1.00,  0.90524,  0.73121,  0.90524,  0.73121,  0.90524,  0.73121
580, 136, -0.25,  2.07222, -0.25,  0.00,  1.00,  0.00, -0.0638,  0.00,  0.99796, -1.00,  0.87741,  0.75312,  0.87741,  0.75312,  0.87741,  0.75312
581, 129, -0.25,  2.07222, -2.23517E-08,  0.00,  1.00,  0.00, -0.0612,  0.00,  0.99813, -1.00,  0.90648,  0.75128,  0.90648,  0.75128,  0.90648,  0.75128
582, 140, -0.00482,  2.07222, -0.50,  0.00,  1.00, -0.00002, -0.0692,  0.00002,  0.9976, -1.00,  0.84649,  0.72661,  0.84649,  0.72661,  0.84649,  0.72661
583, 138, -0.19309,  2.05072, -0.6707, -0.00601,  0.92077, -0.39006, -0.07271,  0.38863,  0.91852, -1.00,  0.82805,  0.74979,  0.82805,  0.74979,  0.82805,  0.74979
584, 137, -0.1875,  2.07222, -0.50,  0.00,  1.00, -0.00001, -0.0677,  0.00001,  0.99771, -1.00,  0.84792,  0.74778,  0.84792,  0.74778,  0.84792,  0.74778
585, 140, -0.00482,  2.07222, -0.50,  0.00,  1.00, -0.00002, -0.0692,  0.00002,  0.9976, -1.00,  0.84649,  0.72661,  0.84649,  0.72661,  0.84649,  0.72661
586, 141,  0.05163,  2.05654, -0.62246,  0.08628,  0.92023, -0.38175, -0.04926,  0.38665,  0.92091, -1.00,  0.83172,  0.72107,  0.83172,  0.72107,  0.83172,  0.72107
587, 138, -0.19309,  2.05072, -0.6707, -0.00601,  0.92077, -0.39006, -0.07271,  0.38863,  0.91852, -1.00,  0.82805,  0.74979,  0.82805,  0.74979,  0.82805,  0.74979
588, 142, -0.05401,  2.07222, -0.25,  0.00,  1.00,  0.00, -0.06684,  0.00,  0.99776, -1.00,  0.87592,  0.73033,  0.87592,  0.73033,  0.87592,  0.73033
589, 137, -0.1875,  2.07222, -0.50,  0.00,  1.00, -0.00001, -0.0677,  0.00001,  0.99771, -1.00,  0.84792,  0.74778,  0.84792,  0.74778,  0.84792,  0.74778
590, 136, -0.25,  2.07222, -0.25,  0.00,  1.00,  0.00, -0.0638,  0.00,  0.99796, -1.00,  0.87741,  0.75312,  0.87741,  0.75312,  0.87741,  0.75312
591, 142, -0.05401,  2.07222, -0.25,  0.00,  1.00,  0.00, -0.06684,  0.00,  0.99776, -1.00,  0.87592,  0.73033,  0.87592,  0.73033,  0.87592,  0.73033
592, 140, -0.00482,  2.07222, -0.50,  0.00,  1.00, -0.00002, -0.0692,  0.00002,  0.9976, -1.00,  0.84649,  0.72661,  0.84649,  0.72661,  0.84649,  0.72661
593, 137, -0.1875,  2.07222, -0.50,  0.00,  1.00, -0.00001, -0.0677,  0.00001,  0.99771, -1.00,  0.84792,  0.74778,  0.84792,  0.74778,  0.84792,  0.74778
594, 139, -0.07767,  2.07222, -7.45058E-09,  0.00,  1.00,  0.00, -0.06182,  0.00,  0.99809, -1.00,  0.90524,  0.73121,  0.90524,  0.73121,  0.90524,  0.73121
595, 142, -0.05401,  2.07222, -0.25,  0.00,  1.00,  0.00, -0.06684,  0.00,  0.99776, -1.00,  0.87592,  0.73033,  0.87592,  0.73033,  0.87592,  0.73033
596, 136, -0.25,  2.07222, -0.25,  0.00,  1.00,  0.00, -0.0638,  0.00,  0.99796, -1.00,  0.87741,  0.75312,  0.87741,  0.75312,  0.87741,  0.75312
597, 143,  0.08848,  2.07222, -0.50,  0.00,  1.00,  0.00, -0.07175,  0.00,  0.99742, -1.00,  0.84573,  0.71577,  0.84573,  0.71577,  0.84573,  0.71577
598, 141,  0.05163,  2.05654, -0.62246,  0.08628,  0.92023, -0.38175, -0.04926,  0.38665,  0.92091, -1.00,  0.83172,  0.72107,  0.83172,  0.72107,  0.83172,  0.72107
599, 140, -0.00482,  2.07222, -0.50,  0.00,  1.00, -0.00002, -0.0692,  0.00002,  0.9976, -1.00,  0.84649,  0.72661,  0.84649,  0.72661,  0.84649,  0.72661
600, 143,  0.08848,  2.07222, -0.50,  0.00,  1.00,  0.00, -0.07175,  0.00,  0.99742, -1.00,  0.84573,  0.71577,  0.84573,  0.71577,  0.84573,  0.71577
601, 140, -0.00482,  2.07222, -0.50,  0.00,  1.00, -0.00002, -0.0692,  0.00002,  0.9976, -1.00,  0.84649,  0.72661,  0.84649,  0.72661,  0.84649,  0.72661
602, 142, -0.05401,  2.07222, -0.25,  0.00,  1.00,  0.00, -0.06684,  0.00,  0.99776, -1.00,  0.87592,  0.73033,  0.87592,  0.73033,  0.87592,  0.73033
603, 143,  0.08848,  2.07222, -0.50,  0.00,  1.00,  0.00, -0.07175,  0.00,  0.99742, -1.00,  0.84573,  0.71577,  0.84573,  0.71577,  0.84573,  0.71577
604, 144,  0.15863,  2.0586, -0.59251,  0.06117,  0.91694, -0.3943, -0.05895,  0.39767,  0.91563, -1.00,  0.83429,  0.70842,  0.83429,  0.70842,  0.83429,  0.70842
605, 141,  0.05163,  2.05654, -0.62246,  0.08628,  0.92023, -0.38175, -0.04926,  0.38665,  0.92091, -1.00,  0.83172,  0.72107,  0.83172,  0.72107,  0.83172,  0.72107
606, 139, -0.07767,  2.07222, -7.45058E-09,  0.00,  1.00,  0.00, -0.06182,  0.00,  0.99809, -1.00,  0.90524,  0.73121,  0.90524,  0.73121,  0.90524,  0.73121
607, 128, -0.10135,  2.07222,  0.25018,  0.00,  1.00,  0.00, -0.05504,  0.00,  0.99848, -1.00,  0.93463,  0.73222,  0.93463,  0.73222,  0.93463,  0.73222
608, 145,  0.25,  2.07222,  0.25018,  0.00,  1.00,  0.00, -0.0575,  0.00,  0.99835, -1.00,  0.93215,  0.69111,  0.93215,  0.69111,  0.93215,  0.69111
609, 145,  0.25,  2.07222,  0.25018,  0.00,  1.00,  0.00, -0.0575,  0.00,  0.99835, -1.00,  0.93215,  0.69111,  0.93215,  0.69111,  0.93215,  0.69111
610, 128, -0.10135,  2.07222,  0.25018,  0.00,  1.00,  0.00, -0.05504,  0.00,  0.99848, -1.00,  0.93463,  0.73222,  0.93463,  0.73222,  0.93463,  0.73222
611, 116, -0.0708,  2.07222,  0.50,  0.00001,  1.00,  0.00, -0.0541,  0.00,  0.99854, -1.00,  0.96381,  0.72713,  0.96381,  0.72713,  0.96381,  0.72713
612, 146,  0.25,  2.07222,  2.23517E-08,  0.00,  1.00,  0.00, -0.06009,  0.00,  0.99819, -1.00,  0.9028,  0.69285,  0.9028,  0.69285,  0.9028,  0.69285
613, 142, -0.05401,  2.07222, -0.25,  0.00,  1.00,  0.00, -0.06684,  0.00,  0.99776, -1.00,  0.87592,  0.73033,  0.87592,  0.73033,  0.87592,  0.73033
614, 139, -0.07767,  2.07222, -7.45058E-09,  0.00,  1.00,  0.00, -0.06182,  0.00,  0.99809, -1.00,  0.90524,  0.73121,  0.90524,  0.73121,  0.90524,  0.73121
615, 139, -0.07767,  2.07222, -7.45058E-09,  0.00,  1.00,  0.00, -0.06182,  0.00,  0.99809, -1.00,  0.90524,  0.73121,  0.90524,  0.73121,  0.90524,  0.73121
616, 145,  0.25,  2.07222,  0.25018,  0.00,  1.00,  0.00, -0.0575,  0.00,  0.99835, -1.00,  0.93215,  0.69111,  0.93215,  0.69111,  0.93215,  0.69111
617, 146,  0.25,  2.07222,  2.23517E-08,  0.00,  1.00,  0.00, -0.06009,  0.00,  0.99819, -1.00,  0.9028,  0.69285,  0.9028,  0.69285,  0.9028,  0.69285
618, 144,  0.15863,  2.0586, -0.59251,  0.06117,  0.91694, -0.3943, -0.05895,  0.39767,  0.91563, -1.00,  0.83429,  0.70842,  0.83429,  0.70842,  0.83429,  0.70842
619, 143,  0.08848,  2.07222, -0.50,  0.00,  1.00,  0.00, -0.07175,  0.00,  0.99742, -1.00,  0.84573,  0.71577,  0.84573,  0.71577,  0.84573,  0.71577
620, 147,  0.1602,  2.07222, -0.50,  0.00,  1.00,  0.00, -0.07456,  0.00,  0.99722, -1.00,  0.84513,  0.70743,  0.84513,  0.70743,  0.84513,  0.70743
621, 144,  0.15863,  2.0586, -0.59251,  0.06117,  0.91694, -0.3943, -0.05895,  0.39767,  0.91563, -1.00,  0.83429,  0.70842,  0.83429,  0.70842,  0.83429,  0.70842
622, 147,  0.1602,  2.07222, -0.50,  0.00,  1.00,  0.00, -0.07456,  0.00,  0.99722, -1.00,  0.84513,  0.70743,  0.84513,  0.70743,  0.84513,  0.70743
623, 148,  0.23866,  2.05896, -0.59587, -0.06699,  0.91236, -0.40387, -0.09458,  0.39715,  0.91287, -1.00,  0.83322,  0.69918,  0.83322,  0.69918,  0.83322,  0.69918
624, 143,  0.08848,  2.07222, -0.50,  0.00,  1.00,  0.00, -0.07175,  0.00,  0.99742, -1.00,  0.84573,  0.71577,  0.84573,  0.71577,  0.84573,  0.71577
625, 142, -0.05401,  2.07222, -0.25,  0.00,  1.00,  0.00, -0.06684,  0.00,  0.99776, -1.00,  0.87592,  0.73033,  0.87592,  0.73033,  0.87592,  0.73033
626, 149,  0.26,  2.07222, -0.23722,  0.00,  1.00,  0.00, -0.07499,  0.00,  0.99718, -1.00,  0.87492,  0.69356,  0.87492,  0.69356,  0.87492,  0.69356
627, 149,  0.26,  2.07222, -0.23722,  0.00,  1.00,  0.00, -0.07499,  0.00,  0.99718, -1.00,  0.87492,  0.69356,  0.87492,  0.69356,  0.87492,  0.69356
628, 147,  0.1602,  2.07222, -0.50,  0.00,  1.00,  0.00, -0.07456,  0.00,  0.99722, -1.00,  0.84513,  0.70743,  0.84513,  0.70743,  0.84513,  0.70743
629, 143,  0.08848,  2.07222, -0.50,  0.00,  1.00,  0.00, -0.07175,  0.00,  0.99742, -1.00,  0.84573,  0.71577,  0.84573,  0.71577,  0.84573,  0.71577
630, 146,  0.25,  2.07222,  2.23517E-08,  0.00,  1.00,  0.00, -0.06009,  0.00,  0.99819, -1.00,  0.9028,  0.69285,  0.9028,  0.69285,  0.9028,  0.69285
631, 149,  0.26,  2.07222, -0.23722,  0.00,  1.00,  0.00, -0.07499,  0.00,  0.99718, -1.00,  0.87492,  0.69356,  0.87492,  0.69356,  0.87492,  0.69356
632, 142, -0.05401,  2.07222, -0.25,  0.00,  1.00,  0.00, -0.06684,  0.00,  0.99776, -1.00,  0.87592,  0.73033,  0.87592,  0.73033,  0.87592,  0.73033
633, 150,  0.50084,  2.07222, -0.50,  0.00002,  1.00,  0.00, -0.08053,  0.00,  0.99675, -1.00,  0.84209,  0.66807,  0.84209,  0.66807,  0.84209,  0.66807
634, 148,  0.23866,  2.05896, -0.59587, -0.06699,  0.91236, -0.40387, -0.09458,  0.39715,  0.91287, -1.00,  0.83322,  0.69918,  0.83322,  0.69918,  0.83322,  0.69918
635, 147,  0.1602,  2.07222, -0.50,  0.00,  1.00,  0.00, -0.07456,  0.00,  0.99722, -1.00,  0.84513,  0.70743,  0.84513,  0.70743,  0.84513,  0.70743
636, 150,  0.50084,  2.07222, -0.50,  0.00002,  1.00,  0.00, -0.08053,  0.00,  0.99675, -1.00,  0.84209,  0.66807,  0.84209,  0.66807,  0.84209,  0.66807
637, 147,  0.1602,  2.07222, -0.50,  0.00,  1.00,  0.00, -0.07456,  0.00,  0.99722, -1.00,  0.84513,  0.70743,  0.84513,  0.70743,  0.84513,  0.70743
638, 149,  0.26,  2.07222, -0.23722,  0.00,  1.00,  0.00, -0.07499,  0.00,  0.99718, -1.00,  0.87492,  0.69356,  0.87492,  0.69356,  0.87492,  0.69356
639, 150,  0.50084,  2.07222, -0.50,  0.00002,  1.00,  0.00, -0.08053,  0.00,  0.99675, -1.00,  0.84209,  0.66807,  0.84209,  0.66807,  0.84209,  0.66807
640, 151,  0.53323,  2.05239, -0.6688,  0.10603,  0.90815, -0.40499, -0.04382,  0.41116,  0.91051, -1.00,  0.82213,  0.66578,  0.82213,  0.66578,  0.82213,  0.66578
641, 148,  0.23866,  2.05896, -0.59587, -0.06699,  0.91236, -0.40387, -0.09458,  0.39715,  0.91287, -1.00,  0.83322,  0.69918,  0.83322,  0.69918,  0.83322,  0.69918
642, 151,  0.53323,  2.05239, -0.6688,  0.10603,  0.90815, -0.40499, -0.04382,  0.41116,  0.91051, -1.00,  0.82213,  0.66578,  0.82213,  0.66578,  0.82213,  0.66578
643, 150,  0.50084,  2.07222, -0.50,  0.00002,  1.00,  0.00, -0.08053,  0.00,  0.99675, -1.00,  0.84209,  0.66807,  0.84209,  0.66807,  0.84209,  0.66807
644, 152,  0.67316,  2.03211, -0.572,  0.35001,  0.89858, -0.26467, -0.01381,  0.28746,  0.95769, -1.00,  0.83172,  0.64839,  0.83172,  0.64839,  0.83172,  0.64839
645, 153,  0.69219,  2.05171, -0.42691,  0.36487,  0.93055,  0.03063, -0.11277,  0.01152,  0.99355, -1.00,  0.84849,  0.64497,  0.84849,  0.64497,  0.84849,  0.64497
646, 152,  0.67316,  2.03211, -0.572,  0.35001,  0.89858, -0.26467, -0.01381,  0.28746,  0.95769, -1.00,  0.83172,  0.64839,  0.83172,  0.64839,  0.83172,  0.64839
647, 150,  0.50084,  2.07222, -0.50,  0.00002,  1.00,  0.00, -0.08053,  0.00,  0.99675, -1.00,  0.84209,  0.66807,  0.84209,  0.66807,  0.84209,  0.66807
648, 149,  0.26,  2.07222, -0.23722,  0.00,  1.00,  0.00, -0.07499,  0.00,  0.99718, -1.00,  0.87492,  0.69356,  0.87492,  0.69356,  0.87492,  0.69356
649, 154,  0.50084,  2.07222, -0.19051, -0.00001,  1.00,  0.00, -0.08483,  0.00,  0.9964, -1.00,  0.8783,  0.66462,  0.8783,  0.66462,  0.8783,  0.66462
650, 150,  0.50084,  2.07222, -0.50,  0.00002,  1.00,  0.00, -0.08053,  0.00,  0.99675, -1.00,  0.84209,  0.66807,  0.84209,  0.66807,  0.84209,  0.66807
651, 153,  0.69219,  2.05171, -0.42691,  0.36487,  0.93055,  0.03063, -0.11277,  0.01152,  0.99355, -1.00,  0.84849,  0.64497,  0.84849,  0.64497,  0.84849,  0.64497
652, 150,  0.50084,  2.07222, -0.50,  0.00002,  1.00,  0.00, -0.08053,  0.00,  0.99675, -1.00,  0.84209,  0.66807,  0.84209,  0.66807,  0.84209,  0.66807
653, 154,  0.50084,  2.07222, -0.19051, -0.00001,  1.00,  0.00, -0.08483,  0.00,  0.9964, -1.00,  0.8783,  0.66462,  0.8783,  0.66462,  0.8783,  0.66462
654, 155,  0.50084,  2.07222, -0.0499, -0.00002,  1.00,  0.00, -0.06962,  0.00,  0.99757, -1.00,  0.89505,  0.66333,  0.89505,  0.66333,  0.89505,  0.66333
655, 149,  0.26,  2.07222, -0.23722,  0.00,  1.00,  0.00, -0.07499,  0.00,  0.99718, -1.00,  0.87492,  0.69356,  0.87492,  0.69356,  0.87492,  0.69356
656, 146,  0.25,  2.07222,  2.23517E-08,  0.00,  1.00,  0.00, -0.06009,  0.00,  0.99819, -1.00,  0.9028,  0.69285,  0.9028,  0.69285,  0.9028,  0.69285
657, 155,  0.50084,  2.07222, -0.0499, -0.00002,  1.00,  0.00, -0.06962,  0.00,  0.99757, -1.00,  0.89505,  0.66333,  0.89505,  0.66333,  0.89505,  0.66333
658, 154,  0.50084,  2.07222, -0.19051, -0.00001,  1.00,  0.00, -0.08483,  0.00,  0.9964, -1.00,  0.8783,  0.66462,  0.8783,  0.66462,  0.8783,  0.66462
659, 149,  0.26,  2.07222, -0.23722,  0.00,  1.00,  0.00, -0.07499,  0.00,  0.99718, -1.00,  0.87492,  0.69356,  0.87492,  0.69356,  0.87492,  0.69356
660, 153,  0.69219,  2.05171, -0.42691,  0.36487,  0.93055,  0.03063, -0.11277,  0.01152,  0.99355, -1.00,  0.84849,  0.64497,  0.84849,  0.64497,  0.84849,  0.64497
661, 154,  0.50084,  2.07222, -0.19051, -0.00001,  1.00,  0.00, -0.08483,  0.00,  0.9964, -1.00,  0.8783,  0.66462,  0.8783,  0.66462,  0.8783,  0.66462
662, 156,  0.5358,  2.06863, -0.16494,  0.46212,  0.87627,  0.13637, -0.13043, -0.08495,  0.98781, -1.00,  0.88098,  0.66037,  0.88098,  0.66037,  0.88098,  0.66037
663, 156,  0.5358,  2.06863, -0.16494,  0.46212,  0.87627,  0.13637, -0.13043, -0.08495,  0.98781, -1.00,  0.88098,  0.66037,  0.88098,  0.66037,  0.88098,  0.66037
664, 154,  0.50084,  2.07222, -0.19051, -0.00001,  1.00,  0.00, -0.08483,  0.00,  0.9964, -1.00,  0.8783,  0.66462,  0.8783,  0.66462,  0.8783,  0.66462
665, 155,  0.50084,  2.07222, -0.0499, -0.00002,  1.00,  0.00, -0.06962,  0.00,  0.99757, -1.00,  0.89505,  0.66333,  0.89505,  0.66333,  0.89505,  0.66333
666, 156,  0.5358,  2.06863, -0.16494,  0.46212,  0.87627,  0.13637, -0.13043, -0.08495,  0.98781, -1.00,  0.88098,  0.66037,  0.88098,  0.66037,  0.88098,  0.66037
667, 157,  0.56345,  2.02963, -0.16766,  0.876,  0.338,  0.34407, -0.26958, -0.24842,  0.93038, -1.00,  0.88101,  0.65467,  0.88101,  0.65467,  0.88101,  0.65467
668, 153,  0.69219,  2.05171, -0.42691,  0.36487,  0.93055,  0.03063, -0.11277,  0.01152,  0.99355, -1.00,  0.84849,  0.64497,  0.84849,  0.64497,  0.84849,  0.64497
669, 158,  0.54646,  2.02401, -0.05393,  0.92749,  0.3688,  0.06126, -0.05261, -0.0335,  0.99805, -1.00,  0.89442,  0.65568,  0.89442,  0.65568,  0.89442,  0.65568
670, 157,  0.56345,  2.02963, -0.16766,  0.876,  0.338,  0.34407, -0.26958, -0.24842,  0.93038, -1.00,  0.88101,  0.65467,  0.88101,  0.65467,  0.88101,  0.65467
671, 156,  0.5358,  2.06863, -0.16494,  0.46212,  0.87627,  0.13637, -0.13043, -0.08495,  0.98781, -1.00,  0.88098,  0.66037,  0.88098,  0.66037,  0.88098,  0.66037
672, 158,  0.54646,  2.02401, -0.05393,  0.92749,  0.3688,  0.06126, -0.05261, -0.0335,  0.99805, -1.00,  0.89442,  0.65568,  0.89442,  0.65568,  0.89442,  0.65568
673, 156,  0.5358,  2.06863, -0.16494,  0.46212,  0.87627,  0.13637, -0.13043, -0.08495,  0.98781, -1.00,  0.88098,  0.66037,  0.88098,  0.66037,  0.88098,  0.66037
674, 155,  0.50084,  2.07222, -0.0499, -0.00002,  1.00,  0.00, -0.06962,  0.00,  0.99757, -1.00,  0.89505,  0.66333,  0.89505,  0.66333,  0.89505,  0.66333
675, 159,  0.50084,  2.07222,  0.25018,  0.00002,  1.00,  0.00001, -0.034, -0.00001,  0.99942, -1.00,  0.93047,  0.66184,  0.93047,  0.66184,  0.93047,  0.66184
676, 155,  0.50084,  2.07222, -0.0499, -0.00002,  1.00,  0.00, -0.06962,  0.00,  0.99757, -1.00,  0.89505,  0.66333,  0.89505,  0.66333,  0.89505,  0.66333
677, 146,  0.25,  2.07222,  2.23517E-08,  0.00,  1.00,  0.00, -0.06009,  0.00,  0.99819, -1.00,  0.9028,  0.69285,  0.9028,  0.69285,  0.9028,  0.69285
678, 159,  0.50084,  2.07222,  0.25018,  0.00002,  1.00,  0.00001, -0.034, -0.00001,  0.99942, -1.00,  0.93047,  0.66184,  0.93047,  0.66184,  0.93047,  0.66184
679, 158,  0.54646,  2.02401, -0.05393,  0.92749,  0.3688,  0.06126, -0.05261, -0.0335,  0.99805, -1.00,  0.89442,  0.65568,  0.89442,  0.65568,  0.89442,  0.65568
680, 155,  0.50084,  2.07222, -0.0499, -0.00002,  1.00,  0.00, -0.06962,  0.00,  0.99757, -1.00,  0.89505,  0.66333,  0.89505,  0.66333,  0.89505,  0.66333
681, 159,  0.50084,  2.07222,  0.25018,  0.00002,  1.00,  0.00001, -0.034, -0.00001,  0.99942, -1.00,  0.93047,  0.66184,  0.93047,  0.66184,  0.93047,  0.66184
682, 160,  0.60934,  2.01844,  0.30036,  0.42356,  0.90484, -0.04327, -0.0215,  0.05779,  0.9981, -1.00,  0.93573,  0.64733,  0.93573,  0.64733,  0.93573,  0.64733
