VTX, IDX, POSITION.x, POSITION.y, POSITION.z, NORMAL.x, NORMAL.y, NORMAL.z, TANGENT.x, TANGENT.y, TANGENT.z, TANGENT.w, TEXCOORD0.x, TEXCOORD0.y, TEXCOORD1.x, TEXCOORD1.y, TEXCOORD2.x, TEXCOORD2.y
0, 0, -0.36734,  1.53484, -0.39672, -0.55441, -0.29482, -0.77828, -0.82955,  0.12059,  0.54525, -1.00,  0.0741,  0.70238,  0.0741,  0.70238,  0.0741,  0.70238
1, 1, -0.21341,  0.60167, -0.22382, -0.93883, -0.206, -0.27599, -0.32569,  0.27051,  0.90595, -1.00,  0.0578,  0.80888,  0.0578,  0.80888,  0.0578,  0.80888
2, 2, -0.25422,  0.65225, -0.12274, -0.96465, -0.25248,  0.07545, -0.03031,  0.39072,  0.92001, -1.00,  0.07078,  0.80668,  0.07078,  0.80668,  0.07078,  0.80668
3, 0, -0.36734,  1.53484, -0.39672, -0.55441, -0.29482, -0.77828, -0.82955,  0.12059,  0.54525, -1.00,  0.0741,  0.70238,  0.0741,  0.70238,  0.0741,  0.70238
4, 2, -0.25422,  0.65225, -0.12274, -0.96465, -0.25248,  0.07545, -0.03031,  0.39072,  0.92001, -1.00,  0.07078,  0.80668,  0.07078,  0.80668,  0.07078,  0.80668
5, 3, -0.46941,  1.69501, -0.32721, -0.79177, -0.35693, -0.49569, -0.58692,  0.2198,  0.77924, -1.00,  0.09085,  0.68656,  0.09085,  0.68656,  0.09085,  0.68656
6, 4, -0.48093,  1.42816, -0.12434, -0.92044, -0.2958, -0.25551, -0.34311,  0.29829,  0.89067, -1.00,  0.10385,  0.72242,  0.10385,  0.72242,  0.10385,  0.72242
7, 3, -0.46941,  1.69501, -0.32721, -0.79177, -0.35693, -0.49569, -0.58692,  0.2198,  0.77924, -1.00,  0.09085,  0.68656,  0.09085,  0.68656,  0.09085,  0.68656
8, 2, -0.25422,  0.65225, -0.12274, -0.96465, -0.25248,  0.07545, -0.03031,  0.39072,  0.92001, -1.00,  0.07078,  0.80668,  0.07078,  0.80668,  0.07078,  0.80668
9, 4, -0.48093,  1.42816, -0.12434, -0.92044, -0.2958, -0.25551, -0.34311,  0.29829,  0.89067, -1.00,  0.10385,  0.72242,  0.10385,  0.72242,  0.10385,  0.72242
10, 2, -0.25422,  0.65225, -0.12274, -0.96465, -0.25248,  0.07545, -0.03031,  0.39072,  0.92001, -1.00,  0.07078,  0.80668,  0.07078,  0.80668,  0.07078,  0.80668
11, 5, -0.2008,  0.60196, -0.04389, -0.92365, -0.28862,  0.25213,  0.11432,  0.42044,  0.90009, -1.00,  0.07698,  0.81686,  0.07698,  0.81686,  0.07698,  0.81686
12, 6, -0.17644,  0.58956,  0.06939, -0.96147, -0.27089,  0.04683, -0.07395,  0.41893,  0.905, -1.00,  0.08786,  0.82358,  0.08786,  0.82358,  0.08786,  0.82358
13, 4, -0.48093,  1.42816, -0.12434, -0.92044, -0.2958, -0.25551, -0.34311,  0.29829,  0.89067, -1.00,  0.10385,  0.72242,  0.10385,  0.72242,  0.10385,  0.72242
14, 5, -0.2008,  0.60196, -0.04389, -0.92365, -0.28862,  0.25213,  0.11432,  0.42044,  0.90009, -1.00,  0.07698,  0.81686,  0.07698,  0.81686,  0.07698,  0.81686
15, 3, -0.46941,  1.69501, -0.32721, -0.79177, -0.35693, -0.49569, -0.58692,  0.2198,  0.77924, -1.00,  0.09085,  0.68656,  0.09085,  0.68656,  0.09085,  0.68656
16, 4, -0.48093,  1.42816, -0.12434, -0.92044, -0.2958, -0.25551, -0.34311,  0.29829,  0.89067, -1.00,  0.10385,  0.72242,  0.10385,  0.72242,  0.10385,  0.72242
17, 7, -0.56414,  1.79434, -0.17275, -0.86785, -0.36637, -0.33558, -0.44377,  0.26791,  0.85516, -1.00,  0.11409,  0.68145,  0.11409,  0.68145,  0.11409,  0.68145
18, 6, -0.17644,  0.58956,  0.06939, -0.96147, -0.27089,  0.04683, -0.07395,  0.41893,  0.905, -1.00,  0.08786,  0.82358,  0.08786,  0.82358,  0.08786,  0.82358
19, 8, -0.53428,  1.52341, -0.00579, -0.93167, -0.34604, -0.11064, -0.23226,  0.33315,  0.91382, -1.00,  0.12097,  0.71637,  0.12097,  0.71637,  0.12097,  0.71637
20, 4, -0.48093,  1.42816, -0.12434, -0.92044, -0.2958, -0.25551, -0.34311,  0.29829,  0.89067, -1.00,  0.10385,  0.72242,  0.10385,  0.72242,  0.10385,  0.72242
21, 7, -0.56414,  1.79434, -0.17275, -0.86785, -0.36637, -0.33558, -0.44377,  0.26791,  0.85516, -1.00,  0.11409,  0.68145,  0.11409,  0.68145,  0.11409,  0.68145
22, 4, -0.48093,  1.42816, -0.12434, -0.92044, -0.2958, -0.25551, -0.34311,  0.29829,  0.89067, -1.00,  0.10385,  0.72242,  0.10385,  0.72242,  0.10385,  0.72242
23, 8, -0.53428,  1.52341, -0.00579, -0.93167, -0.34604, -0.11064, -0.23226,  0.33315,  0.91382, -1.00,  0.12097,  0.71637,  0.12097,  0.71637,  0.12097,  0.71637
24, 3, -0.46941,  1.69501, -0.32721, -0.79177, -0.35693, -0.49569, -0.58692,  0.2198,  0.77924, -1.00,  0.09085,  0.68656,  0.09085,  0.68656,  0.09085,  0.68656
25, 7, -0.56414,  1.79434, -0.17275, -0.86785, -0.36637, -0.33558, -0.44377,  0.26791,  0.85516, -1.00,  0.11409,  0.68145,  0.11409,  0.68145,  0.11409,  0.68145
26, 9, -0.5459,  1.80032, -0.22903, -0.8557, -0.45231, -0.25138, -0.40972,  0.29548,  0.86303, -1.00,  0.10808,  0.67878,  0.10808,  0.67878,  0.10808,  0.67878
27, 3, -0.46941,  1.69501, -0.32721, -0.79177, -0.35693, -0.49569, -0.58692,  0.2198,  0.77924, -1.00,  0.09085,  0.68656,  0.09085,  0.68656,  0.09085,  0.68656
28, 9, -0.5459,  1.80032, -0.22903, -0.8557, -0.45231, -0.25138, -0.40972,  0.29548,  0.86303, -1.00,  0.10808,  0.67878,  0.10808,  0.67878,  0.10808,  0.67878
29, 10, -0.58624,  1.87394, -0.24882, -0.9347, -0.31777, -0.15922, -0.27213,  0.35164,  0.89571, -1.00,  0.11106,  0.66949,  0.11106,  0.66949,  0.11106,  0.66949
30, 9, -0.5459,  1.80032, -0.22903, -0.8557, -0.45231, -0.25138, -0.40972,  0.29548,  0.86303, -1.00,  0.10808,  0.67878,  0.10808,  0.67878,  0.10808,  0.67878
31, 7, -0.56414,  1.79434, -0.17275, -0.86785, -0.36637, -0.33558, -0.44377,  0.26791,  0.85516, -1.00,  0.11409,  0.68145,  0.11409,  0.68145,  0.11409,  0.68145
32, 10, -0.58624,  1.87394, -0.24882, -0.9347, -0.31777, -0.15922, -0.27213,  0.35164,  0.89571, -1.00,  0.11106,  0.66949,  0.11106,  0.66949,  0.11106,  0.66949
33, 11, -0.33093,  1.83579, -0.51146, -0.35769, -0.55817, -0.74867, -0.91428,  0.04609,  0.40245, -1.00,  0.06699,  0.6665,  0.06699,  0.6665,  0.06699,  0.6665
34, 0, -0.36734,  1.53484, -0.39672, -0.55441, -0.29482, -0.77828, -0.82955,  0.12059,  0.54525, -1.00,  0.0741,  0.70238,  0.0741,  0.70238,  0.0741,  0.70238
35, 3, -0.46941,  1.69501, -0.32721, -0.79177, -0.35693, -0.49569, -0.58692,  0.2198,  0.77924, -1.00,  0.09085,  0.68656,  0.09085,  0.68656,  0.09085,  0.68656
36, 3, -0.46941,  1.69501, -0.32721, -0.79177, -0.35693, -0.49569, -0.58692,  0.2198,  0.77924, -1.00,  0.09085,  0.68656,  0.09085,  0.68656,  0.09085,  0.68656
37, 10, -0.58624,  1.87394, -0.24882, -0.9347, -0.31777, -0.15922, -0.27213,  0.35164,  0.89571, -1.00,  0.11106,  0.66949,  0.11106,  0.66949,  0.11106,  0.66949
38, 12, -0.60286,  1.96367, -0.49234, -0.88491, -0.28025, -0.37202, -0.45151,  0.31997,  0.83292, -1.00,  0.09389,  0.64816,  0.09389,  0.64816,  0.09389,  0.64816
39, 11, -0.33093,  1.83579, -0.51146, -0.35769, -0.55817, -0.74867, -0.91428,  0.04609,  0.40245, -1.00,  0.06699,  0.6665,  0.06699,  0.6665,  0.06699,  0.6665
40, 3, -0.46941,  1.69501, -0.32721, -0.79177, -0.35693, -0.49569, -0.58692,  0.2198,  0.77924, -1.00,  0.09085,  0.68656,  0.09085,  0.68656,  0.09085,  0.68656
41, 12, -0.60286,  1.96367, -0.49234, -0.88491, -0.28025, -0.37202, -0.45151,  0.31997,  0.83292, -1.00,  0.09389,  0.64816,  0.09389,  0.64816,  0.09389,  0.64816
42, 6, -0.17644,  0.58956,  0.06939, -0.96147, -0.27089,  0.04683, -0.07395,  0.41893,  0.905, -1.00,  0.08786,  0.82358,  0.08786,  0.82358,  0.08786,  0.82358
43, 13, -0.57944,  1.65319,  0.13997, -0.76245, -0.53164,  0.36882,  0.07414,  0.49446,  0.86603, -1.00,  0.14209,  0.70866,  0.14209,  0.70866,  0.14209,  0.70866
44, 8, -0.53428,  1.52341, -0.00579, -0.93167, -0.34604, -0.11064, -0.23226,  0.33315,  0.91382, -1.00,  0.12097,  0.71637,  0.12097,  0.71637,  0.12097,  0.71637
45, 13, -0.57944,  1.65319,  0.13997, -0.76245, -0.53164,  0.36882,  0.07414,  0.49446,  0.86603, -1.00,  0.14209,  0.70866,  0.14209,  0.70866,  0.14209,  0.70866
46, 6, -0.17644,  0.58956,  0.06939, -0.96147, -0.27089,  0.04683, -0.07395,  0.41893,  0.905, -1.00,  0.08786,  0.82358,  0.08786,  0.82358,  0.08786,  0.82358
47, 14, -0.41234,  1.59386,  0.20832, -0.54925, -0.51837,  0.65545,  0.26644,  0.63478,  0.7253, -1.00,  0.15106,  0.72778,  0.15106,  0.72778,  0.15106,  0.72778
48, 14, -0.41234,  1.59386,  0.20832, -0.54925, -0.51837,  0.65545,  0.26644,  0.63478,  0.7253, -1.00,  0.15106,  0.72778,  0.15106,  0.72778,  0.15106,  0.72778
49, 6, -0.17644,  0.58956,  0.06939, -0.96147, -0.27089,  0.04683, -0.07395,  0.41893,  0.905, -1.00,  0.08786,  0.82358,  0.08786,  0.82358,  0.08786,  0.82358
50, 15, -0.19408,  0.59632,  0.18436, -0.55382, -0.38985,  0.73573,  0.1773,  0.80813,  0.56169, -1.00,  0.10002,  0.82831,  0.10002,  0.82831,  0.10002,  0.82831
51, 16, -0.22258,  1.6333,  0.42942, -0.27301, -0.41779,  0.86656,  0.34437,  0.79864,  0.49354, -1.00,  0.19115,  0.75266,  0.19115,  0.75266,  0.19115,  0.75266
52, 14, -0.41234,  1.59386,  0.20832, -0.54925, -0.51837,  0.65545,  0.26644,  0.63478,  0.7253, -1.00,  0.15106,  0.72778,  0.15106,  0.72778,  0.15106,  0.72778
53, 15, -0.19408,  0.59632,  0.18436, -0.55382, -0.38985,  0.73573,  0.1773,  0.80813,  0.56169, -1.00,  0.10002,  0.82831,  0.10002,  0.82831,  0.10002,  0.82831
54, 16, -0.22258,  1.6333,  0.42942, -0.27301, -0.41779,  0.86656,  0.34437,  0.79864,  0.49354, -1.00,  0.19115,  0.75266,  0.19115,  0.75266,  0.19115,  0.75266
55, 17, -0.46551,  1.71997,  0.46251, -0.39212, -0.68986,  0.60855,  0.22724,  0.56839,  0.79076, -1.00,  0.18292,  0.72466,  0.18292,  0.72466,  0.18292,  0.72466
56, 14, -0.41234,  1.59386,  0.20832, -0.54925, -0.51837,  0.65545,  0.26644,  0.63478,  0.7253, -1.00,  0.15106,  0.72778,  0.15106,  0.72778,  0.15106,  0.72778
57, 13, -0.57944,  1.65319,  0.13997, -0.76245, -0.53164,  0.36882,  0.07414,  0.49446,  0.86603, -1.00,  0.14209,  0.70866,  0.14209,  0.70866,  0.14209,  0.70866
58, 14, -0.41234,  1.59386,  0.20832, -0.54925, -0.51837,  0.65545,  0.26644,  0.63478,  0.7253, -1.00,  0.15106,  0.72778,  0.15106,  0.72778,  0.15106,  0.72778
59, 17, -0.46551,  1.71997,  0.46251, -0.39212, -0.68986,  0.60855,  0.22724,  0.56839,  0.79076, -1.00,  0.18292,  0.72466,  0.18292,  0.72466,  0.18292,  0.72466
60, 18, -0.20125,  1.72881,  0.46472, -0.10166, -0.39229,  0.91421,  0.53146,  0.75542,  0.38326, -1.00,  0.20181,  0.74897,  0.20181,  0.74897,  0.20181,  0.74897
61, 17, -0.46551,  1.71997,  0.46251, -0.39212, -0.68986,  0.60855,  0.22724,  0.56839,  0.79076, -1.00,  0.18292,  0.72466,  0.18292,  0.72466,  0.18292,  0.72466
62, 16, -0.22258,  1.6333,  0.42942, -0.27301, -0.41779,  0.86656,  0.34437,  0.79864,  0.49354, -1.00,  0.19115,  0.75266,  0.19115,  0.75266,  0.19115,  0.75266
63, 19, -0.18607,  1.85162,  0.52925,  0.03799, -0.3352,  0.94138,  0.52829,  0.80638,  0.26581, -1.00,  0.21512,  0.74176,  0.21512,  0.74176,  0.21512,  0.74176
64, 17, -0.46551,  1.71997,  0.46251, -0.39212, -0.68986,  0.60855,  0.22724,  0.56839,  0.79076, -1.00,  0.18292,  0.72466,  0.18292,  0.72466,  0.18292,  0.72466
65, 18, -0.20125,  1.72881,  0.46472, -0.10166, -0.39229,  0.91421,  0.53146,  0.75542,  0.38326, -1.00,  0.20181,  0.74897,  0.20181,  0.74897,  0.20181,  0.74897
66, 20, -0.39998,  1.97714,  0.63785,  0.04754, -0.10099,  0.99375,  0.55367,  0.83072,  0.05793, -1.00,  0.21689,  0.71277,  0.21689,  0.71277,  0.21689,  0.71277
67, 17, -0.46551,  1.71997,  0.46251, -0.39212, -0.68986,  0.60855,  0.22724,  0.56839,  0.79076, -1.00,  0.18292,  0.72466,  0.18292,  0.72466,  0.18292,  0.72466
68, 19, -0.18607,  1.85162,  0.52925,  0.03799, -0.3352,  0.94138,  0.52829,  0.80638,  0.26581, -1.00,  0.21512,  0.74176,  0.21512,  0.74176,  0.21512,  0.74176
69, 20, -0.39998,  1.97714,  0.63785,  0.04754, -0.10099,  0.99375,  0.55367,  0.83072,  0.05793, -1.00,  0.21689,  0.71277,  0.21689,  0.71277,  0.21689,  0.71277
70, 19, -0.18607,  1.85162,  0.52925,  0.03799, -0.3352,  0.94138,  0.52829,  0.80638,  0.26581, -1.00,  0.21512,  0.74176,  0.21512,  0.74176,  0.21512,  0.74176
71, 21, -0.18118,  2.03399,  0.55166,  0.08872,  0.84938,  0.52027,  0.56654,  0.38658, -0.72773, -1.00,  0.23418,  0.73263,  0.23418,  0.73263,  0.23418,  0.73263
72, 20, -0.39998,  1.97714,  0.63785,  0.04754, -0.10099,  0.99375,  0.55367,  0.83072,  0.05793, -1.00,  0.21689,  0.71277,  0.21689,  0.71277,  0.21689,  0.71277
73, 21, -0.18118,  2.03399,  0.55166,  0.08872,  0.84938,  0.52027,  0.56654,  0.38658, -0.72773, -1.00,  0.23418,  0.73263,  0.23418,  0.73263,  0.23418,  0.73263
74, 22, -0.43407,  2.05372,  0.61849, -0.0754,  0.91136,  0.40465,  0.82885,  0.28289, -0.48268, -1.00,  0.22231,  0.70443,  0.22231,  0.70443,  0.22231,  0.70443
75, 23, -0.55144,  2.01545,  0.57317, -0.35692,  0.87533,  0.32619,  0.91399,  0.25512,  0.31549, -1.00,  0.20749,  0.69404,  0.20749,  0.69404,  0.20749,  0.69404
76, 20, -0.39998,  1.97714,  0.63785,  0.04754, -0.10099,  0.99375,  0.55367,  0.83072,  0.05793, -1.00,  0.21689,  0.71277,  0.21689,  0.71277,  0.21689,  0.71277
77, 22, -0.43407,  2.05372,  0.61849, -0.0754,  0.91136,  0.40465,  0.82885,  0.28289, -0.48268, -1.00,  0.22231,  0.70443,  0.22231,  0.70443,  0.22231,  0.70443
78, 23, -0.55144,  2.01545,  0.57317, -0.35692,  0.87533,  0.32619,  0.91399,  0.25512,  0.31549, -1.00,  0.20749,  0.69404,  0.20749,  0.69404,  0.20749,  0.69404
79, 24, -0.56348,  1.9371,  0.59647, -0.61561, -0.17992,  0.76724,  0.53655,  0.61738,  0.57529, -1.00,  0.20326,  0.70172,  0.20326,  0.70172,  0.20326,  0.70172
80, 20, -0.39998,  1.97714,  0.63785,  0.04754, -0.10099,  0.99375,  0.55367,  0.83072,  0.05793, -1.00,  0.21689,  0.71277,  0.21689,  0.71277,  0.21689,  0.71277
81, 17, -0.46551,  1.71997,  0.46251, -0.39212, -0.68986,  0.60855,  0.22724,  0.56839,  0.79076, -1.00,  0.18292,  0.72466,  0.18292,  0.72466,  0.18292,  0.72466
82, 20, -0.39998,  1.97714,  0.63785,  0.04754, -0.10099,  0.99375,  0.55367,  0.83072,  0.05793, -1.00,  0.21689,  0.71277,  0.21689,  0.71277,  0.21689,  0.71277
83, 24, -0.56348,  1.9371,  0.59647, -0.61561, -0.17992,  0.76724,  0.53655,  0.61738,  0.57529, -1.00,  0.20326,  0.70172,  0.20326,  0.70172,  0.20326,  0.70172
84, 25, -0.73879,  1.93662,  0.18333, -0.95072, -0.22839,  0.2097,  0.0962,  0.42568,  0.89975, -1.00,  0.16088,  0.67795,  0.16088,  0.67795,  0.16088,  0.67795
85, 24, -0.56348,  1.9371,  0.59647, -0.61561, -0.17992,  0.76724,  0.53655,  0.61738,  0.57529, -1.00,  0.20326,  0.70172,  0.20326,  0.70172,  0.20326,  0.70172
86, 23, -0.55144,  2.01545,  0.57317, -0.35692,  0.87533,  0.32619,  0.91399,  0.25512,  0.31549, -1.00,  0.20749,  0.69404,  0.20749,  0.69404,  0.20749,  0.69404
87, 24, -0.56348,  1.9371,  0.59647, -0.61561, -0.17992,  0.76724,  0.53655,  0.61738,  0.57529, -1.00,  0.20326,  0.70172,  0.20326,  0.70172,  0.20326,  0.70172
88, 25, -0.73879,  1.93662,  0.18333, -0.95072, -0.22839,  0.2097,  0.0962,  0.42568,  0.89975, -1.00,  0.16088,  0.67795,  0.16088,  0.67795,  0.16088,  0.67795
89, 17, -0.46551,  1.71997,  0.46251, -0.39212, -0.68986,  0.60855,  0.22724,  0.56839,  0.79076, -1.00,  0.18292,  0.72466,  0.18292,  0.72466,  0.18292,  0.72466
90, 25, -0.73879,  1.93662,  0.18333, -0.95072, -0.22839,  0.2097,  0.0962,  0.42568,  0.89975, -1.00,  0.16088,  0.67795,  0.16088,  0.67795,  0.16088,  0.67795
91, 23, -0.55144,  2.01545,  0.57317, -0.35692,  0.87533,  0.32619,  0.91399,  0.25512,  0.31549, -1.00,  0.20749,  0.69404,  0.20749,  0.69404,  0.20749,  0.69404
92, 26, -0.73881,  1.97066,  0.18682, -0.51254,  0.84883,  0.1296,  0.40408,  0.10526,  0.90865, -1.00,  0.16296,  0.6747,  0.16296,  0.6747,  0.16296,  0.6747
93, 17, -0.46551,  1.71997,  0.46251, -0.39212, -0.68986,  0.60855,  0.22724,  0.56839,  0.79076, -1.00,  0.18292,  0.72466,  0.18292,  0.72466,  0.18292,  0.72466
94, 27, -0.71795,  1.86796,  0.12564, -0.88301, -0.3987,  0.24765,  0.04584,  0.45186,  0.89091, -1.00,  0.15218,  0.68296,  0.15218,  0.68296,  0.15218,  0.68296
95, 13, -0.57944,  1.65319,  0.13997, -0.76245, -0.53164,  0.36882,  0.07414,  0.49446,  0.86603, -1.00,  0.14209,  0.70866,  0.14209,  0.70866,  0.14209,  0.70866
96, 25, -0.73879,  1.93662,  0.18333, -0.95072, -0.22839,  0.2097,  0.0962,  0.42568,  0.89975, -1.00,  0.16088,  0.67795,  0.16088,  0.67795,  0.16088,  0.67795
97, 27, -0.71795,  1.86796,  0.12564, -0.88301, -0.3987,  0.24765,  0.04584,  0.45186,  0.89091, -1.00,  0.15218,  0.68296,  0.15218,  0.68296,  0.15218,  0.68296
98, 17, -0.46551,  1.71997,  0.46251, -0.39212, -0.68986,  0.60855,  0.22724,  0.56839,  0.79076, -1.00,  0.18292,  0.72466,  0.18292,  0.72466,  0.18292,  0.72466
99, 26, -0.73881,  1.97066,  0.18682, -0.51254,  0.84883,  0.1296,  0.40408,  0.10526,  0.90865, -1.00,  0.16296,  0.6747,  0.16296,  0.6747,  0.16296,  0.6747
100, 28, -0.73123,  1.92165,  0.0748, -0.94661, -0.17921, -0.26798, -0.31239,  0.30458,  0.8998, -1.00,  0.1493,  0.67519,  0.1493,  0.67519,  0.1493,  0.67519
101, 25, -0.73879,  1.93662,  0.18333, -0.95072, -0.22839,  0.2097,  0.0962,  0.42568,  0.89975, -1.00,  0.16088,  0.67795,  0.16088,  0.67795,  0.16088,  0.67795
102, 28, -0.73123,  1.92165,  0.0748, -0.94661, -0.17921, -0.26798, -0.31239,  0.30458,  0.8998, -1.00,  0.1493,  0.67519,  0.1493,  0.67519,  0.1493,  0.67519
103, 27, -0.71795,  1.86796,  0.12564, -0.88301, -0.3987,  0.24765,  0.04584,  0.45186,  0.89091, -1.00,  0.15218,  0.68296,  0.15218,  0.68296,  0.15218,  0.68296
104, 25, -0.73879,  1.93662,  0.18333, -0.95072, -0.22839,  0.2097,  0.0962,  0.42568,  0.89975, -1.00,  0.16088,  0.67795,  0.16088,  0.67795,  0.16088,  0.67795
105, 26, -0.73881,  1.97066,  0.18682, -0.51254,  0.84883,  0.1296,  0.40408,  0.10526,  0.90865, -1.00,  0.16296,  0.6747,  0.16296,  0.6747,  0.16296,  0.6747
106, 29, -0.73933,  2.00625,  0.07708, -0.47283,  0.87985, -0.04789, -0.13155, -0.01675,  0.99117, -1.00,  0.15278,  0.66656,  0.15278,  0.66656,  0.15278,  0.66656
107, 28, -0.73123,  1.92165,  0.0748, -0.94661, -0.17921, -0.26798, -0.31239,  0.30458,  0.8998, -1.00,  0.1493,  0.67519,  0.1493,  0.67519,  0.1493,  0.67519
108, 13, -0.57944,  1.65319,  0.13997, -0.76245, -0.53164,  0.36882,  0.07414,  0.49446,  0.86603, -1.00,  0.14209,  0.70866,  0.14209,  0.70866,  0.14209,  0.70866
109, 27, -0.71795,  1.86796,  0.12564, -0.88301, -0.3987,  0.24765,  0.04584,  0.45186,  0.89091, -1.00,  0.15218,  0.68296,  0.15218,  0.68296,  0.15218,  0.68296
110, 30, -0.72424,  1.86777,  0.10588, -0.96027, -0.27762,  0.02847, -0.09139,  0.40921,  0.90785, -1.00,  0.15025,  0.68186,  0.15025,  0.68186,  0.15025,  0.68186
111, 28, -0.73123,  1.92165,  0.0748, -0.94661, -0.17921, -0.26798, -0.31239,  0.30458,  0.8998, -1.00,  0.1493,  0.67519,  0.1493,  0.67519,  0.1493,  0.67519
112, 30, -0.72424,  1.86777,  0.10588, -0.96027, -0.27762,  0.02847, -0.09139,  0.40921,  0.90785, -1.00,  0.15025,  0.68186,  0.15025,  0.68186,  0.15025,  0.68186
113, 27, -0.71795,  1.86796,  0.12564, -0.88301, -0.3987,  0.24765,  0.04584,  0.45186,  0.89091, -1.00,  0.15218,  0.68296,  0.15218,  0.68296,  0.15218,  0.68296
114, 13, -0.57944,  1.65319,  0.13997, -0.76245, -0.53164,  0.36882,  0.07414,  0.49446,  0.86603, -1.00,  0.14209,  0.70866,  0.14209,  0.70866,  0.14209,  0.70866
115, 30, -0.72424,  1.86777,  0.10588, -0.96027, -0.27762,  0.02847, -0.09139,  0.40921,  0.90785, -1.00,  0.15025,  0.68186,  0.15025,  0.68186,  0.15025,  0.68186
116, 8, -0.53428,  1.52341, -0.00579, -0.93167, -0.34604, -0.11064, -0.23226,  0.33315,  0.91382, -1.00,  0.12097,  0.71637,  0.12097,  0.71637,  0.12097,  0.71637
117, 31, -0.60812,  1.86238, -0.13753, -0.89666, -0.28031, -0.34267, -0.41649,  0.27167,  0.8676, -1.00,  0.12203,  0.67507,  0.12203,  0.67507,  0.12203,  0.67507
118, 28, -0.73123,  1.92165,  0.0748, -0.94661, -0.17921, -0.26798, -0.31239,  0.30458,  0.8998, -1.00,  0.1493,  0.67519,  0.1493,  0.67519,  0.1493,  0.67519
119, 29, -0.73933,  2.00625,  0.07708, -0.47283,  0.87985, -0.04789, -0.13155, -0.01675,  0.99117, -1.00,  0.15278,  0.66656,  0.15278,  0.66656,  0.15278,  0.66656
120, 31, -0.60812,  1.86238, -0.13753, -0.89666, -0.28031, -0.34267, -0.41649,  0.27167,  0.8676, -1.00,  0.12203,  0.67507,  0.12203,  0.67507,  0.12203,  0.67507
121, 30, -0.72424,  1.86777,  0.10588, -0.96027, -0.27762,  0.02847, -0.09139,  0.40921,  0.90785, -1.00,  0.15025,  0.68186,  0.15025,  0.68186,  0.15025,  0.68186
122, 28, -0.73123,  1.92165,  0.0748, -0.94661, -0.17921, -0.26798, -0.31239,  0.30458,  0.8998, -1.00,  0.1493,  0.67519,  0.1493,  0.67519,  0.1493,  0.67519
123, 31, -0.60812,  1.86238, -0.13753, -0.89666, -0.28031, -0.34267, -0.41649,  0.27167,  0.8676, -1.00,  0.12203,  0.67507,  0.12203,  0.67507,  0.12203,  0.67507
124, 29, -0.73933,  2.00625,  0.07708, -0.47283,  0.87985, -0.04789, -0.13155, -0.01675,  0.99117, -1.00,  0.15278,  0.66656,  0.15278,  0.66656,  0.15278,  0.66656
125, 32, -0.61699,  2.03494, -0.19744, -0.45617,  0.88319, -0.109, -0.14256,  0.04838,  0.9886, -1.00,  0.12388,  0.65503,  0.12388,  0.65503,  0.12388,  0.65503
126, 30, -0.72424,  1.86777,  0.10588, -0.96027, -0.27762,  0.02847, -0.09139,  0.40921,  0.90785, -1.00,  0.15025,  0.68186,  0.15025,  0.68186,  0.15025,  0.68186
127, 33, -0.57206,  1.78306, -0.14682, -0.84854, -0.34158, -0.4041, -0.49342,  0.23502,  0.83744, -1.00,  0.11666,  0.68349,  0.11666,  0.68349,  0.11666,  0.68349
128, 8, -0.53428,  1.52341, -0.00579, -0.93167, -0.34604, -0.11064, -0.23226,  0.33315,  0.91382, -1.00,  0.12097,  0.71637,  0.12097,  0.71637,  0.12097,  0.71637
129, 30, -0.72424,  1.86777,  0.10588, -0.96027, -0.27762,  0.02847, -0.09139,  0.40921,  0.90785, -1.00,  0.15025,  0.68186,  0.15025,  0.68186,  0.15025,  0.68186
130, 31, -0.60812,  1.86238, -0.13753, -0.89666, -0.28031, -0.34267, -0.41649,  0.27167,  0.8676, -1.00,  0.12203,  0.67507,  0.12203,  0.67507,  0.12203,  0.67507
131, 33, -0.57206,  1.78306, -0.14682, -0.84854, -0.34158, -0.4041, -0.49342,  0.23502,  0.83744, -1.00,  0.11666,  0.68349,  0.11666,  0.68349,  0.11666,  0.68349
132, 7, -0.56414,  1.79434, -0.17275, -0.86785, -0.36637, -0.33558, -0.44377,  0.26791,  0.85516, -1.00,  0.11409,  0.68145,  0.11409,  0.68145,  0.11409,  0.68145
133, 8, -0.53428,  1.52341, -0.00579, -0.93167, -0.34604, -0.11064, -0.23226,  0.33315,  0.91382, -1.00,  0.12097,  0.71637,  0.12097,  0.71637,  0.12097,  0.71637
134, 33, -0.57206,  1.78306, -0.14682, -0.84854, -0.34158, -0.4041, -0.49342,  0.23502,  0.83744, -1.00,  0.11666,  0.68349,  0.11666,  0.68349,  0.11666,  0.68349
135, 31, -0.60812,  1.86238, -0.13753, -0.89666, -0.28031, -0.34267, -0.41649,  0.27167,  0.8676, -1.00,  0.12203,  0.67507,  0.12203,  0.67507,  0.12203,  0.67507
136, 7, -0.56414,  1.79434, -0.17275, -0.86785, -0.36637, -0.33558, -0.44377,  0.26791,  0.85516, -1.00,  0.11409,  0.68145,  0.11409,  0.68145,  0.11409,  0.68145
137, 33, -0.57206,  1.78306, -0.14682, -0.84854, -0.34158, -0.4041, -0.49342,  0.23502,  0.83744, -1.00,  0.11666,  0.68349,  0.11666,  0.68349,  0.11666,  0.68349
